Dates,Unnamed: 0_y,Month,DatePublishKey,DateReferenceDataKey,Year,isLatest,ProductName,LocationName,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre,Date
28/11/2006,,,,,,,,,,,,,,,,,,,,,,,
29/11/2006,,,,,,,,,,,,,,,,,,,,,,,
30/11/2006,,,,,,,,,,,,,,,,,,,,,,,
1/12/2006,,,,,,,,,,,,,,,,,,,,,,,
4/12/2006,,,,,,,,,,,,,,,,,,,,,,,
5/12/2006,,,,,,,,,,,,,,,,,,,,,,,
6/12/2006,,,,,,,,,,,,,,,,,,,,,,,
7/12/2006,,,,,,,,,,,,,,,,,,,,,,,
8/12/2006,,,,,,,,,,,,,,,,,,,,,,,
11/12/2006,83,12,20061211,20061211,2006,1,Soybean,United States of America,74.5,75.6,6.1,449,1780,565,1145,4,3204,75,91,3091,3657,43,11
12/12/2006,,,,,,,,,,,,,,,,,,,,,,,
13/12/2006,,,,,,,,,,,,,,,,,,,,,,,
14/12/2006,,,,,,,,,,,,,,,,,,,,,,,
15/12/2006,,,,,,,,,,,,,,,,,,,,,,,
18/12/2006,,,,,,,,,,,,,,,,,,,,,,,
19/12/2006,,,,,,,,,,,,,,,,,,,,,,,
20/12/2006,,,,,,,,,,,,,,,,,,,,,,,
21/12/2006,,,,,,,,,,,,,,,,,,,,,,,
22/12/2006,,,,,,,,,,,,,,,,,,,,,,,
25/12/2006,,,,,,,,,,,,,,,,,,,,,,,
26/12/2006,,,,,,,,,,,,,,,,,,,,,,,
27/12/2006,,,,,,,,,,,,,,,,,,,,,,,
28/12/2006,,,,,,,,,,,,,,,,,,,,,,,
29/12/2006,,,,,,,,,,,,,,,,,,,,,,,
1/1/2007,,,,,,,,,,,,,,,,,,,,,,,
2/1/2007,,,,,,,,,,,,,,,,,,,,,,,
3/1/2007,,,,,,,,,,,,,,,,,,,,,,,
4/1/2007,,,,,,,,,,,,,,,,,,,,,,,
5/1/2007,,,,,,,,,,,,,,,,,,,,,,,
8/1/2007,,,,,,,,,,,,,,,,,,,,,,,
9/1/2007,,,,,,,,,,,,,,,,,,,,,,,
10/1/2007,,,,,,,,,,,,,,,,,,,,,,,
11/1/2007,,,,,,,,,,,,,,,,,,,,,,,
12/1/2007,84,1,20070112,20070112,2007,1,Soybean,United States of America,74.6,75.5,6.1,449,1780,575,1120,4,3188,75,91,3066,3642,42.7,12
15/1/2007,,,,,,,,,,,,,,,,,,,,,,,
16/1/2007,,,,,,,,,,,,,,,,,,,,,,,
17/1/2007,,,,,,,,,,,,,,,,,,,,,,,
18/1/2007,,,,,,,,,,,,,,,,,,,,,,,
19/1/2007,,,,,,,,,,,,,,,,,,,,,,,
22/1/2007,,,,,,,,,,,,,,,,,,,,,,,
23/1/2007,,,,,,,,,,,,,,,,,,,,,,,
24/1/2007,,,,,,,,,,,,,,,,,,,,,,,
25/1/2007,,,,,,,,,,,,,,,,,,,,,,,
26/1/2007,,,,,,,,,,,,,,,,,,,,,,,
29/1/2007,,,,,,,,,,,,,,,,,,,,,,,
30/1/2007,,,,,,,,,,,,,,,,,,,,,,,
31/1/2007,,,,,,,,,,,,,,,,,,,,,,,
1/2/2007,,,,,,,,,,,,,,,,,,,,,,,
2/2/2007,,,,,,,,,,,,,,,,,,,,,,,
5/2/2007,,,,,,,,,,,,,,,,,,,,,,,
6/2/2007,,,,,,,,,,,,,,,,,,,,,,,
7/2/2007,,,,,,,,,,,,,,,,,,,,,,,
8/2/2007,,,,,,,,,,,,,,,,,,,,,,,
9/2/2007,85,2,20070209,20070209,2007,1,Soybean,United States of America,74.6,75.5,6.2,449,1780,595,1100,4,3188,75,91,3046,3642,42.7,9
12/2/2007,,,,,,,,,,,,,,,,,,,,,,,
13/2/2007,,,,,,,,,,,,,,,,,,,,,,,
14/2/2007,,,,,,,,,,,,,,,,,,,,,,,
15/2/2007,,,,,,,,,,,,,,,,,,,,,,,
16/2/2007,,,,,,,,,,,,,,,,,,,,,,,
19/2/2007,,,,,,,,,,,,,,,,,,,,,,,
20/2/2007,,,,,,,,,,,,,,,,,,,,,,,
21/2/2007,,,,,,,,,,,,,,,,,,,,,,,
22/2/2007,,,,,,,,,,,,,,,,,,,,,,,
23/2/2007,,,,,,,,,,,,,,,,,,,,,,,
26/2/2007,,,,,,,,,,,,,,,,,,,,,,,
27/2/2007,,,,,,,,,,,,,,,,,,,,,,,
28/2/2007,,,,,,,,,,,,,,,,,,,,,,,
1/3/2007,,,,,,,,,,,,,,,,,,,,,,,
2/3/2007,,,,,,,,,,,,,,,,,,,,,,,
5/3/2007,,,,,,,,,,,,,,,,,,,,,,,
6/3/2007,,,,,,,,,,,,,,,,,,,,,,,
7/3/2007,,,,,,,,,,,,,,,,,,,,,,,
8/3/2007,,,,,,,,,,,,,,,,,,,,,,,
9/3/2007,86,3,20070309,20070309,2007,1,Soybean,United States of America,74.6,75.5,6.3,449,1780,595,1100,4,3188,79,87,3046,3642,42.7,9
12/3/2007,,,,,,,,,,,,,,,,,,,,,,,
13/3/2007,,,,,,,,,,,,,,,,,,,,,,,
14/3/2007,,,,,,,,,,,,,,,,,,,,,,,
15/3/2007,,,,,,,,,,,,,,,,,,,,,,,
16/3/2007,,,,,,,,,,,,,,,,,,,,,,,
19/3/2007,,,,,,,,,,,,,,,,,,,,,,,
20/3/2007,,,,,,,,,,,,,,,,,,,,,,,
21/3/2007,,,,,,,,,,,,,,,,,,,,,,,
22/3/2007,,,,,,,,,,,,,,,,,,,,,,,
23/3/2007,,,,,,,,,,,,,,,,,,,,,,,
26/3/2007,,,,,,,,,,,,,,,,,,,,,,,
27/3/2007,,,,,,,,,,,,,,,,,,,,,,,
28/3/2007,,,,,,,,,,,,,,,,,,,,,,,
29/3/2007,,,,,,,,,,,,,,,,,,,,,,,
30/3/2007,,,,,,,,,,,,,,,,,,,,,,,
2/4/2007,,,,,,,,,,,,,,,,,,,,,,,
3/4/2007,,,,,,,,,,,,,,,,,,,,,,,
4/4/2007,,,,,,,,,,,,,,,,,,,,,,,
5/4/2007,,,,,,,,,,,,,,,,,,,,,,,
6/4/2007,,,,,,,,,,,,,,,,,,,,,,,
9/4/2007,,,,,,,,,,,,,,,,,,,,,,,
10/4/2007,87,4,20070410,20070410,2007,1,Soybean,United States of America,74.6,75.5,6.3,449,1765,615,1080,4,3188,99,83,3027,3642,42.7,10
11/4/2007,,,,,,,,,,,,,,,,,,,,,,,
12/4/2007,,,,,,,,,,,,,,,,,,,,,,,
13/4/2007,,,,,,,,,,,,,,,,,,,,,,,
16/4/2007,,,,,,,,,,,,,,,,,,,,,,,
17/4/2007,,,,,,,,,,,,,,,,,,,,,,,
18/4/2007,,,,,,,,,,,,,,,,,,,,,,,
19/4/2007,,,,,,,,,,,,,,,,,,,,,,,
20/4/2007,,,,,,,,,,,,,,,,,,,,,,,
23/4/2007,,,,,,,,,,,,,,,,,,,,,,,
24/4/2007,,,,,,,,,,,,,,,,,,,,,,,
25/4/2007,,,,,,,,,,,,,,,,,,,,,,,
26/4/2007,,,,,,,,,,,,,,,,,,,,,,,
27/4/2007,,,,,,,,,,,,,,,,,,,,,,,
30/4/2007,,,,,,,,,,,,,,,,,,,,,,,
1/5/2007,,,,,,,,,,,,,,,,,,,,,,,
2/5/2007,,,,,,,,,,,,,,,,,,,,,,,
3/5/2007,,,,,,,,,,,,,,,,,,,,,,,
4/5/2007,,,,,,,,,,,,,,,,,,,,,,,
7/5/2007,,,,,,,,,,,,,,,,,,,,,,,
8/5/2007,,,,,,,,,,,,,,,,,,,,,,,
9/5/2007,,,,,,,,,,,,,,,,,,,,,,,
10/5/2007,,,,,,,,,,,,,,,,,,,,,,,
11/5/2007,88,5,20070511,20070511,2007,1,Soybean,United States of America,66.1,67.1,7,610,1790,320,1080,4,2745,84,85,3039,3359,41.5,11
14/5/2007,,,,,,,,,,,,,,,,,,,,,,,
15/5/2007,,,,,,,,,,,,,,,,,,,,,,,
16/5/2007,,,,,,,,,,,,,,,,,,,,,,,
17/5/2007,,,,,,,,,,,,,,,,,,,,,,,
18/5/2007,,,,,,,,,,,,,,,,,,,,,,,
21/5/2007,,,,,,,,,,,,,,,,,,,,,,,
22/5/2007,,,,,,,,,,,,,,,,,,,,,,,
23/5/2007,,,,,,,,,,,,,,,,,,,,,,,
24/5/2007,,,,,,,,,,,,,,,,,,,,,,,
25/5/2007,,,,,,,,,,,,,,,,,,,,,,,
28/5/2007,,,,,,,,,,,,,,,,,,,,,,,
29/5/2007,,,,,,,,,,,,,,,,,,,,,,,
30/5/2007,,,,,,,,,,,,,,,,,,,,,,,
31/5/2007,,,,,,,,,,,,,,,,,,,,,,,
1/6/2007,,,,,,,,,,,,,,,,,,,,,,,
4/6/2007,,,,,,,,,,,,,,,,,,,,,,,
5/6/2007,,,,,,,,,,,,,,,,,,,,,,,
6/6/2007,,,,,,,,,,,,,,,,,,,,,,,
7/6/2007,,,,,,,,,,,,,,,,,,,,,,,
8/6/2007,,,,,,,,,,,,,,,,,,,,,,,
11/6/2007,89,6,20070611,20070611,2007,1,Soybean,United States of America,66.1,67.1,7.15,610,1790,320,1080,4,2745,84,85,3039,3359,41.5,11
12/6/2007,,,,,,,,,,,,,,,,,,,,,,,
13/6/2007,,,,,,,,,,,,,,,,,,,,,,,
14/6/2007,,,,,,,,,,,,,,,,,,,,,,,
15/6/2007,,,,,,,,,,,,,,,,,,,,,,,
18/6/2007,,,,,,,,,,,,,,,,,,,,,,,
19/6/2007,,,,,,,,,,,,,,,,,,,,,,,
20/6/2007,,,,,,,,,,,,,,,,,,,,,,,
21/6/2007,,,,,,,,,,,,,,,,,,,,,,,
22/6/2007,,,,,,,,,,,,,,,,,,,,,,,
25/6/2007,,,,,,,,,,,,,,,,,,,,,,,
26/6/2007,,,,,,,,,,,,,,,,,,,,,,,
27/6/2007,,,,,,,,,,,,,,,,,,,,,,,
28/6/2007,,,,,,,,,,,,,,,,,,,,,,,
29/6/2007,,,,,,,,,,,,,,,,,,,,,,,
2/7/2007,,,,,,,,,,,,,,,,,,,,,,,
3/7/2007,,,,,,,,,,,,,,,,,,,,,,,
4/7/2007,,,,,,,,,,,,,,,,,,,,,,,
5/7/2007,,,,,,,,,,,,,,,,,,,,,,,
6/7/2007,,,,,,,,,,,,,,,,,,,,,,,
9/7/2007,,,,,,,,,,,,,,,,,,,,,,,
10/7/2007,,,,,,,,,,,,,,,,,,,,,,,
11/7/2007,,,,,,,,,,,,,,,,,,,,,,,
12/7/2007,90,7,20070712,20070712,2007,1,Soybean,United States of America,63.3,64.1,7.75,600,1800,245,1020,4,2625,79,85,2985,3229,41.5,12
13/7/2007,,,,,,,,,,,,,,,,,,,,,,,
16/7/2007,,,,,,,,,,,,,,,,,,,,,,,
17/7/2007,,,,,,,,,,,,,,,,,,,,,,,
18/7/2007,,,,,,,,,,,,,,,,,,,,,,,
19/7/2007,,,,,,,,,,,,,,,,,,,,,,,
20/7/2007,,,,,,,,,,,,,,,,,,,,,,,
23/7/2007,,,,,,,,,,,,,,,,,,,,,,,
24/7/2007,,,,,,,,,,,,,,,,,,,,,,,
25/7/2007,,,,,,,,,,,,,,,,,,,,,,,
26/7/2007,,,,,,,,,,,,,,,,,,,,,,,
27/7/2007,,,,,,,,,,,,,,,,,,,,,,,
30/7/2007,,,,,,,,,,,,,,,,,,,,,,,
31/7/2007,,,,,,,,,,,,,,,,,,,,,,,
1/8/2007,,,,,,,,,,,,,,,,,,,,,,,
2/8/2007,,,,,,,,,,,,,,,,,,,,,,,
3/8/2007,,,,,,,,,,,,,,,,,,,,,,,
6/8/2007,,,,,,,,,,,,,,,,,,,,,,,
7/8/2007,,,,,,,,,,,,,,,,,,,,,,,
8/8/2007,,,,,,,,,,,,,,,,,,,,,,,
9/8/2007,,,,,,,,,,,,,,,,,,,,,,,
10/8/2007,91,8,20070810,20070810,2007,1,Soybean,United States of America,63.3,64.1,7.75,575,1800,220,1020,4,2625,79,85,2985,3205,41.5,10
13/8/2007,,,,,,,,,,,,,,,,,,,,,,,
14/8/2007,,,,,,,,,,,,,,,,,,,,,,,
15/8/2007,,,,,,,,,,,,,,,,,,,,,,,
16/8/2007,,,,,,,,,,,,,,,,,,,,,,,
17/8/2007,,,,,,,,,,,,,,,,,,,,,,,
20/8/2007,,,,,,,,,,,,,,,,,,,,,,,
21/8/2007,,,,,,,,,,,,,,,,,,,,,,,
22/8/2007,,,,,,,,,,,,,,,,,,,,,,,
23/8/2007,,,,,,,,,,,,,,,,,,,,,,,
24/8/2007,,,,,,,,,,,,,,,,,,,,,,,
27/8/2007,,,,,,,,,,,,,,,,,,,,,,,
28/8/2007,,,,,,,,,,,,,,,,,,,,,,,
29/8/2007,,,,,,,,,,,,,,,,,,,,,,,
30/8/2007,,,,,,,,,,,,,,,,,,,,,,,
31/8/2007,,,,,,,,,,,,,,,,,,,,,,,
3/9/2007,,,,,,,,,,,,,,,,,,,,,,,
4/9/2007,,,,,,,,,,,,,,,,,,,,,,,
5/9/2007,,,,,,,,,,,,,,,,,,,,,,,
6/9/2007,,,,,,,,,,,,,,,,,,,,,,,
7/9/2007,,,,,,,,,,,,,,,,,,,,,,,
10/9/2007,,,,,,,,,,,,,,,,,,,,,,,
11/9/2007,,,,,,,,,,,,,,,,,,,,,,,
12/9/2007,92,9,20070912,20070912,2007,1,Soybean,United States of America,63.3,64.1,7.85,555,1825,215,975,6,2619,79,85,2964,3180,41.4,12
13/9/2007,,,,,,,,,,,,,,,,,,,,,,,
14/9/2007,,,,,,,,,,,,,,,,,,,,,,,
17/9/2007,,,,,,,,,,,,,,,,,,,,,,,
18/9/2007,,,,,,,,,,,,,,,,,,,,,,,
19/9/2007,,,,,,,,,,,,,,,,,,,,,,,
20/9/2007,,,,,,,,,,,,,,,,,,,,,,,
21/9/2007,,,,,,,,,,,,,,,,,,,,,,,
24/9/2007,,,,,,,,,,,,,,,,,,,,,,,
25/9/2007,,,,,,,,,,,,,,,,,,,,,,,
26/9/2007,,,,,,,,,,,,,,,,,,,,,,,
27/9/2007,,,,,,,,,,,,,,,,,,,,,,,
28/9/2007,,,,,,,,,,,,,,,,,,,,,,,
1/10/2007,,,,,,,,,,,,,,,,,,,,,,,
2/10/2007,,,,,,,,,,,,,,,,,,,,,,,
3/10/2007,,,,,,,,,,,,,,,,,,,,,,,
4/10/2007,,,,,,,,,,,,,,,,,,,,,,,
5/10/2007,,,,,,,,,,,,,,,,,,,,,,,
8/10/2007,,,,,,,,,,,,,,,,,,,,,,,
9/10/2007,,,,,,,,,,,,,,,,,,,,,,,
10/10/2007,,,,,,,,,,,,,,,,,,,,,,,
11/10/2007,,,,,,,,,,,,,,,,,,,,,,,
12/10/2007,93,10,20071012,20071012,2007,1,Soybean,United States of America,62.8,63.7,8.35,573,1825,215,975,6,2598,77,85,2962,3177,41.4,12
15/10/2007,,,,,,,,,,,,,,,,,,,,,,,
16/10/2007,,,,,,,,,,,,,,,,,,,,,,,
17/10/2007,,,,,,,,,,,,,,,,,,,,,,,
18/10/2007,,,,,,,,,,,,,,,,,,,,,,,
19/10/2007,,,,,,,,,,,,,,,,,,,,,,,
22/10/2007,,,,,,,,,,,,,,,,,,,,,,,
23/10/2007,,,,,,,,,,,,,,,,,,,,,,,
24/10/2007,,,,,,,,,,,,,,,,,,,,,,,
25/10/2007,,,,,,,,,,,,,,,,,,,,,,,
26/10/2007,,,,,,,,,,,,,,,,,,,,,,,
29/10/2007,,,,,,,,,,,,,,,,,,,,,,,
30/10/2007,,,,,,,,,,,,,,,,,,,,,,,
31/10/2007,,,,,,,,,,,,,,,,,,,,,,,
1/11/2007,,,,,,,,,,,,,,,,,,,,,,,
2/11/2007,,,,,,,,,,,,,,,,,,,,,,,
5/11/2007,,,,,,,,,,,,,,,,,,,,,,,
6/11/2007,,,,,,,,,,,,,,,,,,,,,,,
7/11/2007,,,,,,,,,,,,,,,,,,,,,,,
8/11/2007,,,,,,,,,,,,,,,,,,,,,,,
9/11/2007,94,11,20071109,20071109,2007,1,Soybean,United States of America,62.8,63.7,9,573,1825,210,975,6,2594,77,86,2963,3173,41.3,9
12/11/2007,,,,,,,,,,,,,,,,,,,,,,,
13/11/2007,,,,,,,,,,,,,,,,,,,,,,,
14/11/2007,,,,,,,,,,,,,,,,,,,,,,,
15/11/2007,,,,,,,,,,,,,,,,,,,,,,,
16/11/2007,,,,,,,,,,,,,,,,,,,,,,,
19/11/2007,,,,,,,,,,,,,,,,,,,,,,,
20/11/2007,,,,,,,,,,,,,,,,,,,,,,,
21/11/2007,,,,,,,,,,,,,,,,,,,,,,,
22/11/2007,,,,,,,,,,,,,,,,,,,,,,,
23/11/2007,,,,,,,,,,,,,,,,,,,,,,,
26/11/2007,,,,,,,,,,,,,,,,,,,,,,,
27/11/2007,,,,,,,,,,,,,,,,,,,,,,,
28/11/2007,,,,,,,,,,,,,,,,,,,,,,,
29/11/2007,,,,,,,,,,,,,,,,,,,,,,,
30/11/2007,,,,,,,,,,,,,,,,,,,,,,,
3/12/2007,,,,,,,,,,,,,,,,,,,,,,,
4/12/2007,,,,,,,,,,,,,,,,,,,,,,,
5/12/2007,,,,,,,,,,,,,,,,,,,,,,,
6/12/2007,,,,,,,,,,,,,,,,,,,,,,,
7/12/2007,,,,,,,,,,,,,,,,,,,,,,,
10/12/2007,,,,,,,,,,,,,,,,,,,,,,,
11/12/2007,95,12,20071211,20071211,2007,1,Soybean,United States of America,62.8,63.7,9.75,573,1830,185,995,6,2594,77,86,2988,3173,41.3,11
12/12/2007,,,,,,,,,,,,,,,,,,,,,,,
13/12/2007,,,,,,,,,,,,,,,,,,,,,,,
14/12/2007,,,,,,,,,,,,,,,,,,,,,,,
17/12/2007,,,,,,,,,,,,,,,,,,,,,,,
18/12/2007,,,,,,,,,,,,,,,,,,,,,,,
19/12/2007,,,,,,,,,,,,,,,,,,,,,,,
20/12/2007,,,,,,,,,,,,,,,,,,,,,,,
21/12/2007,,,,,,,,,,,,,,,,,,,,,,,
24/12/2007,,,,,,,,,,,,,,,,,,,,,,,
25/12/2007,,,,,,,,,,,,,,,,,,,,,,,
26/12/2007,,,,,,,,,,,,,,,,,,,,,,,
27/12/2007,,,,,,,,,,,,,,,,,,,,,,,
28/12/2007,,,,,,,,,,,,,,,,,,,,,,,
31/12/2007,,,,,,,,,,,,,,,,,,,,,,,
1/1/2008,,,,,,,,,,,,,,,,,,,,,,,
2/1/2008,,,,,,,,,,,,,,,,,,,,,,,
3/1/2008,,,,,,,,,,,,,,,,,,,,,,,
4/1/2008,,,,,,,,,,,,,,,,,,,,,,,
7/1/2008,,,,,,,,,,,,,,,,,,,,,,,
8/1/2008,,,,,,,,,,,,,,,,,,,,,,,
9/1/2008,,,,,,,,,,,,,,,,,,,,,,,
10/1/2008,,,,,,,,,,,,,,,,,,,,,,,
11/1/2008,96,1,20080111,20080111,2008,1,Soybean,United States of America,62.8,63.6,10.4,574,1830,175,995,6,2585,79,86,2990,3165,41.2,11
14/1/2008,,,,,,,,,,,,,,,,,,,,,,,
15/1/2008,,,,,,,,,,,,,,,,,,,,,,,
16/1/2008,,,,,,,,,,,,,,,,,,,,,,,
17/1/2008,,,,,,,,,,,,,,,,,,,,,,,
18/1/2008,,,,,,,,,,,,,,,,,,,,,,,
21/1/2008,,,,,,,,,,,,,,,,,,,,,,,
22/1/2008,,,,,,,,,,,,,,,,,,,,,,,
23/1/2008,,,,,,,,,,,,,,,,,,,,,,,
24/1/2008,,,,,,,,,,,,,,,,,,,,,,,
25/1/2008,,,,,,,,,,,,,,,,,,,,,,,
28/1/2008,,,,,,,,,,,,,,,,,,,,,,,
29/1/2008,,,,,,,,,,,,,,,,,,,,,,,
30/1/2008,,,,,,,,,,,,,,,,,,,,,,,
31/1/2008,,,,,,,,,,,,,,,,,,,,,,,
1/2/2008,,,,,,,,,,,,,,,,,,,,,,,
4/2/2008,,,,,,,,,,,,,,,,,,,,,,,
5/2/2008,,,,,,,,,,,,,,,,,,,,,,,
6/2/2008,,,,,,,,,,,,,,,,,,,,,,,
7/2/2008,,,,,,,,,,,,,,,,,,,,,,,
8/2/2008,97,2,20080208,20080208,2008,1,Soybean,United States of America,62.8,63.6,10.4,574,1835,160,1005,6,2585,79,86,3005,3165,41.2,8
11/2/2008,,,,,,,,,,,,,,,,,,,,,,,
12/2/2008,,,,,,,,,,,,,,,,,,,,,,,
13/2/2008,,,,,,,,,,,,,,,,,,,,,,,
14/2/2008,,,,,,,,,,,,,,,,,,,,,,,
15/2/2008,,,,,,,,,,,,,,,,,,,,,,,
18/2/2008,,,,,,,,,,,,,,,,,,,,,,,
19/2/2008,,,,,,,,,,,,,,,,,,,,,,,
20/2/2008,,,,,,,,,,,,,,,,,,,,,,,
21/2/2008,,,,,,,,,,,,,,,,,,,,,,,
22/2/2008,,,,,,,,,,,,,,,,,,,,,,,
25/2/2008,,,,,,,,,,,,,,,,,,,,,,,
26/2/2008,,,,,,,,,,,,,,,,,,,,,,,
27/2/2008,,,,,,,,,,,,,,,,,,,,,,,
28/2/2008,,,,,,,,,,,,,,,,,,,,,,,
29/2/2008,,,,,,,,,,,,,,,,,,,,,,,
3/3/2008,,,,,,,,,,,,,,,,,,,,,,,
4/3/2008,,,,,,,,,,,,,,,,,,,,,,,
5/3/2008,,,,,,,,,,,,,,,,,,,,,,,
6/3/2008,,,,,,,,,,,,,,,,,,,,,,,
7/3/2008,,,,,,,,,,,,,,,,,,,,,,,
10/3/2008,,,,,,,,,,,,,,,,,,,,,,,
11/3/2008,98,3,20080311,20080311,2008,1,Soybean,United States of America,62.8,63.6,10.4,574,1835,140,1025,6,2585,79,86,3025,3165,41.2,11
12/3/2008,,,,,,,,,,,,,,,,,,,,,,,
13/3/2008,,,,,,,,,,,,,,,,,,,,,,,
14/3/2008,,,,,,,,,,,,,,,,,,,,,,,
17/3/2008,,,,,,,,,,,,,,,,,,,,,,,
18/3/2008,,,,,,,,,,,,,,,,,,,,,,,
19/3/2008,,,,,,,,,,,,,,,,,,,,,,,
20/3/2008,,,,,,,,,,,,,,,,,,,,,,,
21/3/2008,,,,,,,,,,,,,,,,,,,,,,,
24/3/2008,,,,,,,,,,,,,,,,,,,,,,,
25/3/2008,,,,,,,,,,,,,,,,,,,,,,,
26/3/2008,,,,,,,,,,,,,,,,,,,,,,,
27/3/2008,,,,,,,,,,,,,,,,,,,,,,,
28/3/2008,,,,,,,,,,,,,,,,,,,,,,,
31/3/2008,,,,,,,,,,,,,,,,,,,,,,,
1/4/2008,,,,,,,,,,,,,,,,,,,,,,,
2/4/2008,,,,,,,,,,,,,,,,,,,,,,,
3/4/2008,,,,,,,,,,,,,,,,,,,,,,,
4/4/2008,,,,,,,,,,,,,,,,,,,,,,,
7/4/2008,,,,,,,,,,,,,,,,,,,,,,,
8/4/2008,,,,,,,,,,,,,,,,,,,,,,,
9/4/2008,99,4,20080409,20080409,2008,1,Soybean,United States of America,62.8,63.6,10.25,574,1840,160,1075,10,2585,2,92,3009,3169,41.2,9
10/4/2008,,,,,,,,,,,,,,,,,,,,,,,
11/4/2008,,,,,,,,,,,,,,,,,,,,,,,
14/4/2008,,,,,,,,,,,,,,,,,,,,,,,
15/4/2008,,,,,,,,,,,,,,,,,,,,,,,
16/4/2008,,,,,,,,,,,,,,,,,,,,,,,
17/4/2008,,,,,,,,,,,,,,,,,,,,,,,
18/4/2008,,,,,,,,,,,,,,,,,,,,,,,
21/4/2008,,,,,,,,,,,,,,,,,,,,,,,
22/4/2008,,,,,,,,,,,,,,,,,,,,,,,
23/4/2008,,,,,,,,,,,,,,,,,,,,,,,
24/4/2008,,,,,,,,,,,,,,,,,,,,,,,
25/4/2008,,,,,,,,,,,,,,,,,,,,,,,
28/4/2008,,,,,,,,,,,,,,,,,,,,,,,
29/4/2008,,,,,,,,,,,,,,,,,,,,,,,
30/4/2008,,,,,,,,,,,,,,,,,,,,,,,
1/5/2008,,,,,,,,,,,,,,,,,,,,,,,
2/5/2008,,,,,,,,,,,,,,,,,,,,,,,
5/5/2008,,,,,,,,,,,,,,,,,,,,,,,
6/5/2008,,,,,,,,,,,,,,,,,,,,,,,
7/5/2008,,,,,,,,,,,,,,,,,,,,,,,
8/5/2008,,,,,,,,,,,,,,,,,,,,,,,
9/5/2008,100,5,20080509,20080509,2008,1,Soybean,United States of America,73.8,74.8,11.25,145,1850,185,1050,8,3105,82,90,3073,3258,42.1,9
12/5/2008,,,,,,,,,,,,,,,,,,,,,,,
13/5/2008,,,,,,,,,,,,,,,,,,,,,,,
14/5/2008,,,,,,,,,,,,,,,,,,,,,,,
15/5/2008,,,,,,,,,,,,,,,,,,,,,,,
16/5/2008,,,,,,,,,,,,,,,,,,,,,,,
19/5/2008,,,,,,,,,,,,,,,,,,,,,,,
20/5/2008,,,,,,,,,,,,,,,,,,,,,,,
21/5/2008,,,,,,,,,,,,,,,,,,,,,,,
22/5/2008,,,,,,,,,,,,,,,,,,,,,,,
23/5/2008,,,,,,,,,,,,,,,,,,,,,,,
26/5/2008,,,,,,,,,,,,,,,,,,,,,,,
27/5/2008,,,,,,,,,,,,,,,,,,,,,,,
28/5/2008,,,,,,,,,,,,,,,,,,,,,,,
29/5/2008,,,,,,,,,,,,,,,,,,,,,,,
30/5/2008,,,,,,,,,,,,,,,,,,,,,,,
2/6/2008,,,,,,,,,,,,,,,,,,,,,,,
3/6/2008,,,,,,,,,,,,,,,,,,,,,,,
4/6/2008,,,,,,,,,,,,,,,,,,,,,,,
5/6/2008,,,,,,,,,,,,,,,,,,,,,,,
6/6/2008,,,,,,,,,,,,,,,,,,,,,,,
9/6/2008,,,,,,,,,,,,,,,,,,,,,,,
10/6/2008,101,6,20080610,20080610,2008,1,Soybean,United States of America,73.8,74.8,11.75,125,1840,175,1050,8,3105,82,90,3063,3238,42.1,10
11/6/2008,,,,,,,,,,,,,,,,,,,,,,,
12/6/2008,,,,,,,,,,,,,,,,,,,,,,,
13/6/2008,,,,,,,,,,,,,,,,,,,,,,,
16/6/2008,,,,,,,,,,,,,,,,,,,,,,,
17/6/2008,,,,,,,,,,,,,,,,,,,,,,,
18/6/2008,,,,,,,,,,,,,,,,,,,,,,,
19/6/2008,,,,,,,,,,,,,,,,,,,,,,,
20/6/2008,,,,,,,,,,,,,,,,,,,,,,,
23/6/2008,,,,,,,,,,,,,,,,,,,,,,,
24/6/2008,,,,,,,,,,,,,,,,,,,,,,,
25/6/2008,,,,,,,,,,,,,,,,,,,,,,,
26/6/2008,,,,,,,,,,,,,,,,,,,,,,,
27/6/2008,,,,,,,,,,,,,,,,,,,,,,,
30/6/2008,,,,,,,,,,,,,,,,,,,,,,,
1/7/2008,,,,,,,,,,,,,,,,,,,,,,,
2/7/2008,,,,,,,,,,,,,,,,,,,,,,,
3/7/2008,,,,,,,,,,,,,,,,,,,,,,,
4/7/2008,,,,,,,,,,,,,,,,,,,,,,,
7/7/2008,,,,,,,,,,,,,,,,,,,,,,,
8/7/2008,,,,,,,,,,,,,,,,,,,,,,,
9/7/2008,,,,,,,,,,,,,,,,,,,,,,,
10/7/2008,,,,,,,,,,,,,,,,,,,,,,,
11/7/2008,102,7,20080711,20080711,2008,1,Soybean,United States of America,72.1,74.5,12.75,125,1830,140,1000,10,3000,76,90,2996,3135,41.6,11
14/7/2008,,,,,,,,,,,,,,,,,,,,,,,
15/7/2008,,,,,,,,,,,,,,,,,,,,,,,
16/7/2008,,,,,,,,,,,,,,,,,,,,,,,
